doi,legalname,legalshortname,websiteurl,country
10.1186/2041-1480-5-14,Digital Enterprise Research Institute,Digital Enterprise Research Institute,http://www.deri.ie/,Ireland
10.1186/2041-1480-5-14,"University of Cambridge, Department of Physiology, Development and Neuroscience","University of Cambridge, Department of Physiology, Development and Neuroscience",https://www.pdn.cam.ac.uk/,United Kingdom
10.1186/2041-1480-5-14,"University of Manchester, School of Computer Science","University of Manchester, School of Computer Science",http://www.manchester.ac.uk/,United Kingdom
10.1186/2041-1480-5-14,University of Salford,University of Salford,http://www.salford.ac.uk/,United Kingdom
10.1186/2041-1480-5-14,Stanford University,SU,http://www.stanford.edu/,United States
10.1186/2041-1480-5-14,University of Cambridge,University of Cambridge,http://www.cam.ac.uk/,United Kingdom
10.1186/2041-1480-5-14,University of Manchester,University of Manchester,http://www.manchester.ac.uk/,United Kingdom
10.1186/2041-1480-5-14,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.1186/2041-1480-5-14,Universitat Pompeu Fabra,UPF,https://www.upf.edu/,Spain
10.1186/2041-1480-5-14,The University of Texas System,UT System,http://www.utsystem.edu/,United States
10.1186/2041-1480-5-14,University of New Brunswick,UNB,http://www.unb.ca/,Canada
10.1186/2041-1480-5-14,UNIVERSITY OF NEW BRUNSWICK,UNB,http://unb.ca/,Canada
10.1186/2041-1480-5-14,National University of Ireland,NUI,http://www.nui.ie/,Ireland
10.1186/2041-1480-5-14,"Ontario Institute For Cancer Research (OICR), Toronto, ON, Canada",OICR,http://oicr.on.ca/,Canada
10.1186/2041-1480-5-14,Rensselaer Polytechnic Institute,RPI,http://www.rpi.edu/,United States
10.1186/2041-1480-5-14,Ontario Institute for Cancer Research,OICR,http://oicr.on.ca/,Canada
10.1186/2041-1480-5-14,University of Galway,NUIG,https://www.ollscoilnagaillimhe.ie,Ireland
10.1186/2041-1480-5-14,Centro de Biotecnología y Genómica de Plantas - Universidad Politecnica Madrid,CBGP-UPM,No websiteurl provided,Spain
10.1186/2041-1480-5-14,Medical University of Vienna,Medical University of Vienna,http://www.meduniwien.ac.at/homepage/1/homepage/,Austria
10.1186/2041-1480-5-14,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/2041-1480-5-14,Carleton University,Carleton University,http://www.carleton.ca/,Canada
10.1186/2041-1480-5-14,Digital Enterprise Research Institute,Digital Enterprise Research Institute,http://www.deri.ie/,Ireland
10.1186/2041-1480-5-14,"University of Cambridge, Department of Physiology, Development and Neuroscience","University of Cambridge, Department of Physiology, Development and Neuroscience",https://www.pdn.cam.ac.uk/,United Kingdom
10.1186/2041-1480-5-14,"University of Manchester, School of Computer Science","University of Manchester, School of Computer Science",http://www.manchester.ac.uk/,United Kingdom
10.1186/2041-1480-4-2,University of Murcia,University of Murcia,http://www.um.es/,Spain
10.1186/2041-1480-4-2,Lawrence Berkeley National Laboratory,LBL,http://www.lbl.gov/,United States
10.1186/2041-1480-4-2,Genomics Division Lawrence Berkeley National Laboratory,Genomics Division Lawrence Berkeley National Laboratory,No websiteurl provided,United States
10.1186/2041-1480-4-2,Department of Biology Norwegian University of Science and Technology,Department of Biology Norwegian University of Science and Technology,No websiteurl provided,Norway
10.1186/2041-1480-4-2,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/2041-1480-4-2,Norwegian University of Science and Technology,NTNU,http://www.ntnu.edu,Norway
10.1186/2041-1480-4-2,Norwegian University of Science and Technology (NTNU),Norwegian University of Science and Technology (NTNU),No websiteurl provided,Norway
10.1186/2041-1480-4-2,"Lawrence Berkeley National Laboratory (LBNL), CA, USA",Berkeley Lab,https://www.lbl.gov/,United States
10.1186/2041-1480-4-2,University of Murcia,University of Murcia,http://www.um.es/,Spain
10.1186/2041-1480-4-2,Lawrence Berkeley National Laboratory,LBL,http://www.lbl.gov/,United States
10.1186/2041-1480-4-2,Genomics Division Lawrence Berkeley National Laboratory,Genomics Division Lawrence Berkeley National Laboratory,No websiteurl provided,United States
10.1186/2041-1480-4-2,Department of Biology Norwegian University of Science and Technology,Department of Biology Norwegian University of Science and Technology,No websiteurl provided,Norway
10.1186/2041-1480-4-2,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/2041-1480-4-2,Norwegian University of Science and Technology,NTNU,http://www.ntnu.edu,Norway
10.1186/2041-1480-4-2,Norwegian University of Science and Technology (NTNU),Norwegian University of Science and Technology (NTNU),No websiteurl provided,Norway
10.1186/2041-1480-4-2,"Lawrence Berkeley National Laboratory (LBNL), CA, USA",Berkeley Lab,https://www.lbl.gov/,United States
10.1186/2041-1480-4-6,University of Cambridge,University of Cambridge,http://www.cam.ac.uk/,United Kingdom
10.1186/2041-1480-4-6,"Database Center for Life Science (DBCLS), Japan",DBCLS,http://dbcls.rois.ac.jp/en/,Japan
10.1186/2041-1480-4-6,University of Copenhagen,UCPH,http://www.ku.dk/english/,Denmark
10.1186/2041-1480-4-6,Wageningen University & Research,WUR,https://www.wur.nl/,Netherlands
10.1186/2041-1480-4-6,Research Organization of Information and Systems,ROIS,https://www.rois.ac.jp/en/index.html,Japan
10.1186/2041-1480-4-6,University of California System,University of California System,http://www.universityofcalifornia.edu/,United States
10.1186/2041-1480-4-6,University of Cambridge,University of Cambridge,http://www.cam.ac.uk/,United Kingdom
10.1186/2041-1480-4-6,"Database Center for Life Science (DBCLS), Japan",DBCLS,http://dbcls.rois.ac.jp/en/,Japan
10.1186/2041-1480-4-6,University of Copenhagen,UCPH,http://www.ku.dk/english/,Denmark
10.1186/2041-1480-4-6,Wageningen University & Research,WUR,https://www.wur.nl/,Netherlands
10.1186/2041-1480-4-6,Research Organization of Information and Systems,ROIS,https://www.rois.ac.jp/en/index.html,Japan
10.1186/2041-1480-4-6,University of California System,University of California System,http://www.universityofcalifornia.edu/,United States
10.2196/resprot.2315,Carleton University,CU,www.carleton.ca,Unknown
10.2196/resprot.2315,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.2196/resprot.2315,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.2196/resprot.2315,UNIVERSITY OF NEW BRUNSWICK,UNB,http://unb.ca/,Canada
10.2196/resprot.2315,University of New Brunswick,University of New Brunswick,No websiteurl provided,Unknown
10.2196/resprot.2315,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.2196/resprot.2315,Centro de Biotecnología y Genómica de Plantas - Universidad Politecnica Madrid,CBGP-UPM,No websiteurl provided,Spain
10.2196/resprot.2315,UNIVERSIDAD POLITÉCNICA DE MADRID,UNIVERSIDAD POLITÉCNICA DE MADRID,No websiteurl provided,Unknown
10.2196/resprot.2315,Centro de Biotecnología y Genomica de Plantas,Centro de Biotecnología y Genomica de Plantas,No websiteurl provided,Unknown
10.2196/resprot.2315,CARLETON UNIVERSITY,CARLETON UNIVERSITY,No websiteurl provided,Unknown
10.2196/resprot.2315,University Of British Columbia,University Of British Columbia,No websiteurl provided,Unknown
10.2196/resprot.2315,University of British Columbia (UBC),University of British Columbia (UBC),No websiteurl provided,Unknown
10.2196/resprot.2315,Department of Biology,No legalshortname provided,No websiteurl provided,Switzerland
10.2196/resprot.2315,Technical University of Madrid,Technical University of Madrid,No websiteurl provided,Unknown
10.2196/resprot.2315,University of British Colombia,University of British Colombia,No websiteurl provided,Unknown
10.2196/resprot.2315,Universidad Politecnica de Madrid,Universidad Politecnica de Madrid,No websiteurl provided,Unknown
10.2196/resprot.2315,Carleton University,CU,www.carleton.ca,Unknown
10.2196/resprot.2315,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.2196/resprot.2315,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.2196/resprot.2315,UNIVERSITY OF NEW BRUNSWICK,UNB,http://unb.ca/,Canada
10.2196/resprot.2315,University of New Brunswick,University of New Brunswick,No websiteurl provided,Unknown
10.2196/resprot.2315,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.2196/resprot.2315,Centro de Biotecnología y Genómica de Plantas - Universidad Politecnica Madrid,CBGP-UPM,No websiteurl provided,Spain
10.2196/resprot.2315,UNIVERSIDAD POLITÉCNICA DE MADRID,UNIVERSIDAD POLITÉCNICA DE MADRID,No websiteurl provided,Unknown
10.2196/resprot.2315,Centro de Biotecnología y Genomica de Plantas,Centro de Biotecnología y Genomica de Plantas,No websiteurl provided,Unknown
10.2196/resprot.2315,CARLETON UNIVERSITY,CARLETON UNIVERSITY,No websiteurl provided,Unknown
10.2196/resprot.2315,University Of British Columbia,University Of British Columbia,No websiteurl provided,Unknown
10.2196/resprot.2315,University of British Columbia (UBC),University of British Columbia (UBC),No websiteurl provided,Unknown
10.2196/resprot.2315,Department of Biology,No legalshortname provided,No websiteurl provided,Switzerland
10.2196/resprot.2315,Technical University of Madrid,Technical University of Madrid,No websiteurl provided,Unknown
10.2196/resprot.2315,University of British Colombia,University of British Colombia,No websiteurl provided,Unknown
10.2196/resprot.2315,Universidad Politecnica de Madrid,Universidad Politecnica de Madrid,No websiteurl provided,Unknown
10.2196/jmir.2499,Case Western Reserve University,CWRU,http://www.case.edu/,United States
10.2196/jmir.2499,NHS Grampian,No legalshortname provided,No websiteurl provided,United Kingdom
10.2196/jmir.2499,RENSSELAER POLYTECHNIC INSTITUTE,RENSSELAER POLYTECHNIC INSTITUTE,No websiteurl provided,Unknown
10.2196/jmir.2499,Centro de Biotecnología y Genomica de Plantas,Centro de Biotecnología y Genomica de Plantas,No websiteurl provided,Unknown
10.2196/jmir.2499,CASE WESTERN RESERVE UNIVERSITY,CASE WESTERN RESERVE UNIVERSITY,No websiteurl provided,Unknown
10.2196/jmir.2499,CASE WESTERN RESERVE UNIVERSIT,CASE WESTERN RESERVE UNIVERSIT,No websiteurl provided,Unknown
10.2196/jmir.2499,Centro Interdisciplinar de Documentação Linguística e Social,Centro Interdisciplinar de Documentação Linguística e Social,No websiteurl provided,Unknown
10.2196/jmir.2499,Rensselaer Polytechnic Institute,RPI,http://www.rpi.edu/,United States
10.2196/jmir.2499,Universidad Politecnica de Madrid,Universidad Politecnica de Madrid,No websiteurl provided,Unknown
10.2196/jmir.2499,Centro de Biotecnología y Genómica de Plantas - Universidad Politecnica Madrid,CBGP-UPM,No websiteurl provided,Spain
10.2196/jmir.2499,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.2196/jmir.2499,University of the Highlands and Islands,UHI,http://www.uhi.ac.uk/en,United Kingdom
10.2196/jmir.2499,UNIVERSIDAD POLITÉCNICA DE MADRID,UNIVERSIDAD POLITÉCNICA DE MADRID,No websiteurl provided,Unknown
10.2196/jmir.2499,Technical University of Madrid,Technical University of Madrid,No websiteurl provided,Unknown
10.2196/jmir.2499,Case Western Reserve University,CWRU,http://www.case.edu/,United States
10.2196/jmir.2499,NHS Grampian,No legalshortname provided,No websiteurl provided,United Kingdom
10.2196/jmir.2499,RENSSELAER POLYTECHNIC INSTITUTE,RENSSELAER POLYTECHNIC INSTITUTE,No websiteurl provided,Unknown
10.2196/jmir.2499,Centro de Biotecnología y Genomica de Plantas,Centro de Biotecnología y Genomica de Plantas,No websiteurl provided,Unknown
10.2196/jmir.2499,CASE WESTERN RESERVE UNIVERSITY,CASE WESTERN RESERVE UNIVERSITY,No websiteurl provided,Unknown
10.2196/jmir.2499,CASE WESTERN RESERVE UNIVERSIT,CASE WESTERN RESERVE UNIVERSIT,No websiteurl provided,Unknown
10.2196/jmir.2499,Centro Interdisciplinar de Documentação Linguística e Social,Centro Interdisciplinar de Documentação Linguística e Social,No websiteurl provided,Unknown
10.2196/jmir.2499,Rensselaer Polytechnic Institute,RPI,http://www.rpi.edu/,United States
10.2196/jmir.2499,Universidad Politecnica de Madrid,Universidad Politecnica de Madrid,No websiteurl provided,Unknown
10.2196/jmir.2499,Centro de Biotecnología y Genómica de Plantas - Universidad Politecnica Madrid,CBGP-UPM,No websiteurl provided,Spain
10.2196/jmir.2499,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.2196/jmir.2499,University of the Highlands and Islands,UHI,http://www.uhi.ac.uk/en,United Kingdom
10.2196/jmir.2499,UNIVERSIDAD POLITÉCNICA DE MADRID,UNIVERSIDAD POLITÉCNICA DE MADRID,No websiteurl provided,Unknown
10.2196/jmir.2499,Technical University of Madrid,Technical University of Madrid,No websiteurl provided,Unknown
10.1155/2012/367345,Instituto Tecnologico de Orizaba,ITO,http://ssfe.itorizaba.edu.mx/ntec13/,Mexico
10.1155/2012/367345,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1155/2012/367345,Carlos III University of Madrid,Carlos III University of Madrid,http://www.uc3m.es/Home,Spain
10.1155/2012/367345,Universitat Pompeu Fabra,UPF,https://www.upf.edu/,Spain
10.1155/2012/367345,Charles III University of Madrid,Charles III University of Madrid,http://www.uc3m.es/,Spain
10.1155/2012/367345,Instituto Tecnologico de Orizaba,ITO,http://ssfe.itorizaba.edu.mx/ntec13/,Mexico
10.1155/2012/367345,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1155/2012/367345,Carlos III University of Madrid,Carlos III University of Madrid,http://www.uc3m.es/Home,Spain
10.1155/2012/367345,Universitat Pompeu Fabra,UPF,https://www.upf.edu/,Spain
10.1155/2012/367345,Charles III University of Madrid,Charles III University of Madrid,http://www.uc3m.es/,Spain
10.1007/978-3-642-34032-1_2,Leiden University,Leiden University,http://www.leiden.edu/,Netherlands
10.1007/978-3-642-34032-1_2,University of Potsdam,UP,https://www.uni-potsdam.de/en/,Germany
10.1007/978-3-642-34032-1_2,Leiden University,Leiden University,http://www.leiden.edu/,Netherlands
10.1007/978-3-642-34032-1_2,University of Potsdam,UP,https://www.uni-potsdam.de/en/,Germany
10.1186/2041-1480-3-6,Centro de Biotecnología y Genómica de Plantas - Universidad Politecnica Madrid,CBGP-UPM,No websiteurl provided,Spain
10.1186/2041-1480-3-6,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/2041-1480-3-6,St. Paul's Hospital,SPH,http://www.stpaulshospital.org/,Canada
10.1186/2041-1480-3-6,University of British Columbia Library,University of British Columbia Library,http://www.library.ubc.ca/,Canada
10.1186/2041-1480-3-6,Natural Sciences and Engineering Research Council of Canada,CRSNG,http://www.nserc-crsng.gc.ca/index_eng.asp,Canada
10.1186/2041-1480-3-6,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/2041-1480-3-6,US National Science Foundation,NSF,https://www.nsf.gov/,United States
10.1186/2041-1480-3-6,Mexico's National Council for Science and Technology,CONACYT,http://www.conacyt.mx/,Mexico
10.1186/2041-1480-3-6,Centro de Biotecnología y Genómica de Plantas - Universidad Politecnica Madrid,CBGP-UPM,No websiteurl provided,Spain
10.1186/2041-1480-3-6,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/2041-1480-3-6,St. Paul's Hospital,SPH,http://www.stpaulshospital.org/,Canada
10.1186/2041-1480-3-6,University of British Columbia Library,University of British Columbia Library,http://www.library.ubc.ca/,Canada
10.1186/2041-1480-3-6,Natural Sciences and Engineering Research Council of Canada,CRSNG,http://www.nserc-crsng.gc.ca/index_eng.asp,Canada
10.1186/2041-1480-3-6,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/2041-1480-3-6,US National Science Foundation,NSF,https://www.nsf.gov/,United States
10.1186/2041-1480-3-6,Mexico's National Council for Science and Technology,CONACYT,http://www.conacyt.mx/,Mexico
10.1007/978-1-61779-585-5_20,University of British Columbia Hospital,University of British Columbia Hospital,http://www.vch.ca/Locations-Services/result?res_id=652,Canada
10.1007/978-1-61779-585-5_20,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1007/978-1-61779-585-5_20,Vancouver Hospital and Health Sciences Centre,VHHSC,http://www.vch.ca/your-care/hospital-care,Canada
10.1007/978-1-61779-585-5_20,Vancouver Coastal Health,VCH,http://www.vch.ca/,Canada
10.1007/978-1-61779-585-5_20,University of British Columbia Hospital,University of British Columbia Hospital,http://www.vch.ca/Locations-Services/result?res_id=652,Canada
10.1007/978-1-61779-585-5_20,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1007/978-1-61779-585-5_20,Vancouver Hospital and Health Sciences Centre,VHHSC,http://www.vch.ca/your-care/hospital-care,Canada
10.1007/978-1-61779-585-5_20,Vancouver Coastal Health,VCH,http://www.vch.ca/,Canada
10.1007/978-3-642-34032-1_6,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1007/978-3-642-34032-1_6,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1007/978-3-642-34032-1_6,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1007/978-3-642-34032-1_6,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/1471-2105-13-S1-S2,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/1471-2105-13-S1-S2,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/2041-1480-2-4,"Database Center for Life Science (DBCLS), Japan",DBCLS,http://dbcls.rois.ac.jp/en/,Japan
10.1186/2041-1480-2-4,University of California System,University of California System,http://www.universityofcalifornia.edu/,United States
10.1186/2041-1480-2-4,Research Organization of Information and Systems,ROIS,https://www.rois.ac.jp/en/index.html,Japan
10.1186/2041-1480-2-8,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/2041-1480-2-8,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1093/bioinformatics/btq416,St. Paul's Hospital,SPH,http://www.stpaulshospital.org/,Canada
10.1093/bioinformatics/btq416,St. Paul's Hospital,SPH,http://www.stpaulshospital.org/,Canada
10.1186/1471-2105-11-S12-S7,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/1471-2105-11-s12-s7,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1007/978-3-642-16558-0_26,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1007/978-3-642-16558-0_26,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/2041-1480-1-8,University of California System,University of California System,http://www.universityofcalifornia.edu/,United States
10.1186/2041-1480-1-8,Wageningen University & Research,WUR,https://www.wur.nl/,Netherlands
10.1186/2041-1480-1-8,Research Organization of Information and Systems,ROIS,http://www.rois.ac.jp/english/,Japan
10.1186/2041-1480-1-8,Duke University,Duke University,http://www.duke.edu/,United States
10.1007/978-3-642-16558-0\_22,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1007/978-3-642-16558-0\_22,Leiden University,Leiden University,http://www.leiden.edu/,Netherlands
10.1007/978-3-642-16558-0\_22,Technical University of Dortmund,Technical University of Dortmund,https://www.tu-dortmund.de/,Germany
10.1007/978-0-387-39940-9_1560,Arizona State University,ASU,http://www.asu.edu/,United States
10.1007/978-0-387-39940-9_1560,University of Utah,UU,http://www.utah.edu/,United States
10.1007/978-0-387-39940-9_1560,French Institute for Research in Computer Science and Automation,INRIA,http://www.inria.fr/en/,France
10.1007/978-0-387-39940-9_1560,University of Paris-Sud,University of Paris-Sud,http://www.u-psud.fr/en/index.html,France
10.1007/978-0-387-39940-9_1560,The Ohio State University,OSU,http://www.osu.edu/,United States
10.1007/978-0-387-39940-9_1560,Mitre Corporation,Mitre Corporation,http://www.mitre.org/,United States
10.1007/978-0-387-39940-9_1560,Université Paris Diderot,Université Paris Diderot,No websiteurl provided,France
10.1007/978-0-387-39940-9_1560,"University of California, San Diego",UCSD,http://ucsd.edu/,United States
10.1007/978-0-387-39940-9_1560,École Polytechnique,École Polytechnique,https://www.polytechnique.edu/en,France
10.1007/978-0-387-39940-9_1560,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1093/bib/bbn051,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1093/bib/bbn051,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1109/cse.2009.144,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1109/APSCC.2009.5394148,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1109/APSCC.2009.5394148,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1007/978-3-642-10871-6_27,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/1471-2105-10-313,Washington State University,WSU,https://wsu.edu/,United States
10.1186/1471-2105-10-313,University of Mary,University of Mary,https://www.umary.edu/,United States
10.1186/1471-2105-10-313,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/1471-2105-10-313,University of British Columbia Library,University of British Columbia Library,http://www.library.ubc.ca/,Canada
10.1186/1471-2105-10-313,Natural Sciences and Engineering Research Council of Canada,CRSNG,http://www.nserc-crsng.gc.ca/index_eng.asp,Canada
10.1186/1471-2105-10-313,Mexico's National Council for Science and Technology,CONACYT,http://www.conacyt.mx/,Mexico
10.1186/1471-2105-10-313,US National Science Foundation,NSF,https://www.nsf.gov/,United States
10.1186/1471-2105-10-313,University of Washington,UW,http://www.washington.edu/,United States
10.1186/1471-2105-10-313,Washington State University,WSU,https://wsu.edu/,United States
10.1186/1471-2105-10-313,University of Mary,University of Mary,https://www.umary.edu/,United States
10.1186/1471-2105-10-313,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/1471-2105-10-313,University of British Columbia Library,University of British Columbia Library,http://www.library.ubc.ca/,Canada
10.1186/1471-2105-10-313,Natural Sciences and Engineering Research Council of Canada,CRSNG,http://www.nserc-crsng.gc.ca/index_eng.asp,Canada
10.1186/1471-2105-10-313,Mexico's National Council for Science and Technology,CONACYT,http://www.conacyt.mx/,Mexico
10.1186/1471-2105-10-313,US National Science Foundation,NSF,https://www.nsf.gov/,United States
10.1186/1471-2105-10-313,University of Washington,UW,http://www.washington.edu/,United States
10.1155/2008/369601,THE SCOTTISH CROP RESEARCH INSTITUTE,SCRI,http://www.scri.sari.ac.uk,United Kingdom
10.1155/2008/369601,International Maize and Wheat Improvement Center,CIMMYT,http://www.cimmyt.org/en/,Mexico
10.1155/2008/369601,Polish Academy of Sciences,PAN,http://www.english.pan.pl/,Poland
10.1155/2008/369601,National Center for Genome Resources,NCGR,http://www.ncgr.org/,United States
10.1155/2008/369601,Institute of Computer Science,ICS PAS,https://ipipan.waw.pl/,Poland
10.1155/2008/369601,International Crops Research Institute for the Semi-Arid Tropics,ICRISAT,http://www.icrisat.org/,India
10.1155/2008/369601,Bioversity International,IPGRI,http://www.bioversityinternational.org/,Italy
10.1155/2008/369601,Cornell University,CU,http://www.cornell.edu/,United States
10.1155/2008/369601,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1155/2008/369601,Wageningen University & Research,WUR,https://www.wur.nl/,Netherlands
10.1155/2008/369601,Biotec,Biotec,http://www.biotec.or.th/,Thailand
10.1155/2008/369601,"International Crops Research Institute for the Semi-Arid Tropics (ICRISAT), Hyderabad, India",ICRISAT,https://www.icrisat.org/,India
10.1155/2008/369601,National Center for Genetic Engineering and Biotechnology,BIOTEC,http://www.biotec.or.th/en/,Thailand
10.1155/2008/369601,Oregon State University,OSU,http://oregonstate.edu/,United States
10.1155/2008/369601,National Agriculture and Food Research Organization,NARO,http://www.naro.affrc.go.jp/,Japan
10.1155/2008/369601,University of the Philippines Diliman,UPD,http://www.upd.edu.ph/,Philippines
10.1155/2008/369601,Simon Fraser University,SFU,http://www.sfu.ca/,Canada
10.1155/2008/369601,Philippine Women's University,PWU,https://www.pwu.edu.ph/,Philippines
10.1155/2008/369601,International Center for Agricultural Research in the Dry Areas,ICARDA,http://www.icarda.org/,Syrian Arab Republic
10.1155/2008/369601,International Rice Research Institute,IRRI,http://irri.org/,Philippines
10.1155/2008/369601,University of the Philippines Los Baños,UPLB,http://www.uplb.edu.ph/,Philippines
10.1155/2008/369601,BC Cancer Agency,BCCA,http://www.bccancer.bc.ca/,Canada
10.1155/2008/369601,International Potato Center,CIP,http://cipotato.org/,Peru
10.1155/2008/369601,Western Region Agricultural Research Center,WARC,http://www.naro.affrc.go.jp/english/warc/,Japan
10.1155/2008/369601,Brazilian Agricultural Research Corporation,EMBRAPA,https://www.embrapa.br/en/,Brazil
10.1155/2008/369601,CENTRO INTERNACIONAL DE LA PAPA,CIP,http://www.cipotato.org,Peru
10.1155/2008/369601,Empresa Brasileira de Pesquisa Agropecuária (Brazilian Agricultural Research Corporation),Embrapa,http://www.embrapa.br/,Brazil
10.1155/2008/369601,National Institute of Agrobiological Sciences,NIAS,http://www.nias.affrc.go.jp/,Japan
10.1155/2008/369601,"National Center for Genome Resources (NCGR), Santa Fe, NM, USA",NCGR,http://www.ncgr.org/,United States
10.4172/jpb.1000029,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1093/bib/bbn003,"National Research Institute for Agriculture, Food and Environment",INRAE,https://www.inrae.fr/,France
10.1093/bib/bbn003,Université Paris Diderot,Université Paris Diderot,No websiteurl provided,France
10.1093/bib/bbn003,Wageningen University & Research,WUR,https://www.wur.nl/,Netherlands
10.1093/bib/bbn003,Max Planck Society,MPG,http://www.mpg.de/en,Germany
10.1093/bib/bbn003,"National Research Institute for Agriculture, Food and Environment",INRAE,https://www.inrae.fr/,France
10.1093/bib/bbn003,Université Paris Diderot,Université Paris Diderot,No websiteurl provided,France
10.1093/bib/bbn003,Wageningen University & Research,WUR,https://www.wur.nl/,Netherlands
10.1093/bib/bbn003,Max Planck Society,MPG,http://www.mpg.de/en,Germany
10.1016/j.jbi.2008.02.005,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1016/j.jbi.2008.02.005,St. Paul's Hospital,SPH,http://www.stpaulshospital.org/,Canada
10.1016/j.jbi.2008.02.005,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1016/j.jbi.2008.02.005,St. Paul's Hospital,SPH,http://www.stpaulshospital.org/,Canada
10.1093/bioinformatics/btl648,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1093/bioinformatics/btl648,St. Paul's Hospital,St. Paul's Hospital,http://www.providencehealthcare.org/hospitals-residences/st-paul%27s-hospital,Canada
10.1093/bioinformatics/btl648,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1093/bioinformatics/btl648,St. Paul's Hospital,St. Paul's Hospital,http://www.providencehealthcare.org/hospitals-residences/st-paul%27s-hospital,Canada
10.1145/1242572.1242787,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1145/1242572.1242766,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1109/BIBM.2007.5,Virginia Commonwealth University,VCU,http://www.vcu.edu/,United States
10.1109/BIBM.2007.5,University of Chicago,UC,http://www.uchicago.edu/,United States
10.1109/BIBM.2007.5,University of Wisconsin–Oshkosh,University of Wisconsin–Oshkosh,http://www.uwosh.edu/,United States
10.1109/BIBM.2007.5,University of Calgary,UoC,http://www.ucalgary.ca/,Canada
10.1109/BIBM.2007.5,University of Calabria,UNICAL,http://www.unical.it/portale/,Italy
10.1109/BIBM.2007.5,The University of Texas at Arlington,UTA,http://www.uta.edu/uta/,United States
10.1109/BIBM.2007.5,University of Oxford,University of Oxford,http://www.ox.ac.uk/,United Kingdom
10.1109/BIBM.2007.5,Gifu University,Gifu University,http://www.gifu-u.ac.jp/en/,Japan
10.1109/BIBM.2007.5,"University of California, Davis",UCD,http://ucdavis.edu/,United States
10.1109/BIBM.2007.5,Université Paris Diderot,Université Paris Diderot,No websiteurl provided,France
10.1109/BIBM.2007.5,University of Malaga,UMA,http://www.uma.es/,Spain
10.1109/BIBM.2007.5,University of Illinois at Urbana–Champaign,University of Illinois at Urbana–Champaign,http://www.illinois.edu/,United States
10.1109/BIBM.2007.5,Clemson University,Clemson University,http://www.clemson.edu/,United States
10.1109/BIBM.2007.5,University of Calabar,UNICAL,http://www.unical.edu.ng/,Nigeria
10.1109/BIBM.2007.5,IEEE Computer Society,CS,http://www.computer.org/web/guest,United States
